,Skill,Domain,Sub-Domain
1507,Perception,arts-and-humanities,music-and-art
1508,Organizing (Management),arts-and-humanities,music-and-art
1510,Digital Audio Workstation,arts-and-humanities,music-and-art
1511,Collaboration,arts-and-humanities,music-and-art
1512,Workstations,arts-and-humanities,music-and-art
1516,Landscape Design,arts-and-humanities,music-and-art
1517,Design Analysis,arts-and-humanities,music-and-art
1519,Interior Architecture,arts-and-humanities,music-and-art
1520,Architecture,arts-and-humanities,music-and-art
1522,Architectural Design,arts-and-humanities,music-and-art
1525,Com File,arts-and-humanities,music-and-art
1528,Unos (Operating System),arts-and-humanities,music-and-art
1529,Edward De Bono,arts-and-humanities,music-and-art
1531,Process (Computing),arts-and-humanities,music-and-art
1536,Comedy,arts-and-humanities,music-and-art
1537,Bible,arts-and-humanities,music-and-art
1541,Cinematography,arts-and-humanities,music-and-art
1543,Payments,arts-and-humanities,music-and-art
1545,Re-Define,arts-and-humanities,music-and-art
1549,Popular Music,arts-and-humanities,music-and-art
1550,Public Domain,arts-and-humanities,music-and-art
1551,Label,arts-and-humanities,music-and-art
1552,Publicity,arts-and-humanities,music-and-art
1557,Line Wrap And Word Wrap,arts-and-humanities,music-and-art
1562,Visual Effects,arts-and-humanities,music-and-art
1573,Semigroup Action,arts-and-humanities,music-and-art
1575,Document Review,arts-and-humanities,music-and-art
1576,Drama,arts-and-humanities,music-and-art
1578,Unix Shells,arts-and-humanities,music-and-art
1587,Emerging Technologies,arts-and-humanities,music-and-art
1597,Thriving,arts-and-humanities,music-and-art
1598,Marketing Strategy,arts-and-humanities,music-and-art
1601,Event Management,arts-and-humanities,music-and-art
1602,Strategic Planning,arts-and-humanities,music-and-art
1604,Fundraising,arts-and-humanities,music-and-art
1605,Marketing,arts-and-humanities,music-and-art
1609,360-Degree Video,arts-and-humanities,music-and-art
1610,Metadata,arts-and-humanities,music-and-art
1612,Multi-Camera,arts-and-humanities,music-and-art
1615,Cinema 4D,arts-and-humanities,music-and-art
1619,Lecture,arts-and-humanities,music-and-art
1625,C Dynamic Memory Allocation,arts-and-humanities,music-and-art
1633,Materials,arts-and-humanities,music-and-art
1635,Labor,arts-and-humanities,music-and-art
1636,Yottabyte,arts-and-humanities,music-and-art
1647,Demolition,arts-and-humanities,music-and-art
1648,Lived Body,arts-and-humanities,music-and-art
1649,Social Experiment,arts-and-humanities,music-and-art
1650,Landscape Architecture,arts-and-humanities,music-and-art
1651,Intellectual,arts-and-humanities,music-and-art
1654,Death,arts-and-humanities,music-and-art
1657,Engineering Design,arts-and-humanities,music-and-art
1658,Puzzle,arts-and-humanities,music-and-art
1659,User Experience,arts-and-humanities,music-and-art
1660,Process Design,arts-and-humanities,music-and-art
1661,Digital Design,arts-and-humanities,music-and-art
1662,Design Leadership,arts-and-humanities,music-and-art
1664,Methodology,arts-and-humanities,music-and-art
1682,Film Studies,arts-and-humanities,music-and-art
1687,Welfare State,arts-and-humanities,music-and-art
1691,Public Service,arts-and-humanities,music-and-art
1693,Rethinking,arts-and-humanities,music-and-art
1697,Contemporary History,arts-and-humanities,music-and-art
1699,Defeatism,arts-and-humanities,music-and-art
1705,Level Of Analysis,arts-and-humanities,music-and-art
1707,Case Study,arts-and-humanities,music-and-art
1710,History Of Rock,arts-and-humanities,music-and-art
1718,Global,arts-and-humanities,music-and-art
1719,Influencing,arts-and-humanities,music-and-art
1723,Chinese Language,arts-and-humanities,music-and-art
1726,Media Culture,arts-and-humanities,music-and-art
1731,Interdisciplinary Teaching,arts-and-humanities,music-and-art
1746,Disc Jockey,arts-and-humanities,music-and-art
1759,Suicide Intervention,arts-and-humanities,music-and-art
1761,Principle,arts-and-humanities,music-and-art
1766,Video Game Developers,arts-and-humanities,music-and-art
1771,Game Theory,arts-and-humanities,music-and-art
1775,Posture,arts-and-humanities,music-and-art
1777,Icm Registry,arts-and-humanities,music-and-art
1778,Houses,arts-and-humanities,music-and-art
1779,Group Dynamics,arts-and-humanities,music-and-art
1780,Teaching Method,arts-and-humanities,music-and-art
1781,Hold,arts-and-humanities,music-and-art
1782,Integer (Computer Science),arts-and-humanities,music-and-art
1783,Stroke,arts-and-humanities,music-and-art
1789,Auctions,arts-and-humanities,music-and-art
1793,History Of Psychology,arts-and-humanities,music-and-art
1796,Disgust,arts-and-humanities,music-and-art
1798,Dissemination,arts-and-humanities,music-and-art
1799,Interact,arts-and-humanities,music-and-art
1806,R&D Management,arts-and-humanities,music-and-art
1808,Cartooning,arts-and-humanities,music-and-art
1809,Thumbnail,arts-and-humanities,music-and-art
1815,Visual Hierarchy,arts-and-humanities,music-and-art
1817,Visual Language,arts-and-humanities,music-and-art
1820,Communication,arts-and-humanities,music-and-art
1821,Visual Design,arts-and-humanities,music-and-art
1823,Top-Down And Bottom-Up Design,arts-and-humanities,music-and-art
1824,Interior Design,arts-and-humanities,music-and-art
1827,Civil Society,arts-and-humanities,music-and-art
1830,Philosophy,arts-and-humanities,music-and-art
1832,Virtual Tour,arts-and-humanities,music-and-art
1833,Positive Youth Development,arts-and-humanities,music-and-art
1834,Education,arts-and-humanities,music-and-art
1835,Female,arts-and-humanities,music-and-art
1838,Monk,arts-and-humanities,music-and-art
1841,Facial,arts-and-humanities,music-and-art
1843,Subtyping,arts-and-humanities,music-and-art
1844,Agility,arts-and-humanities,music-and-art
1846,Climate Change,arts-and-humanities,music-and-art
1848,Pedagogy,arts-and-humanities,music-and-art
1849,Cloud Computing,arts-and-humanities,music-and-art
1855,Middle East,arts-and-humanities,music-and-art
1857,Israel,arts-and-humanities,music-and-art
1863,Newspaper,arts-and-humanities,music-and-art
1864,Future Generation,arts-and-humanities,music-and-art
1866,Sorting,arts-and-humanities,music-and-art
1869,Latex,arts-and-humanities,music-and-art
1870,Psychological Effects,arts-and-humanities,music-and-art
1871,Deafness,arts-and-humanities,music-and-art
1873,Streaming Media,arts-and-humanities,music-and-art
1875,Self-Assessment,arts-and-humanities,music-and-art
1879,Teaching,arts-and-humanities,music-and-art
1883,Experiential Learning,arts-and-humanities,music-and-art
1898,Integral,arts-and-humanities,music-and-art
1901,Profit At Risk,arts-and-humanities,music-and-art
1903,Intratext,arts-and-humanities,music-and-art
1905,Brainstorming,arts-and-humanities,music-and-art
1908,Social Media Accounts,arts-and-humanities,music-and-art
1910,Personal Branding,arts-and-humanities,music-and-art
1911,Social Media Platforms,arts-and-humanities,music-and-art
1912,Federal Grants In The United States,arts-and-humanities,music-and-art
1919,Psychology,arts-and-humanities,music-and-art
1924,Performance Studies,arts-and-humanities,music-and-art
1931,Speeded Up Robust Features,arts-and-humanities,music-and-art
1938,Teen Idol,arts-and-humanities,music-and-art
1949,Operating Systems,arts-and-humanities,music-and-art
1953,Persona (User Experience),arts-and-humanities,music-and-art
1956,Experiment,arts-and-humanities,music-and-art
1957,Experimental Music,arts-and-humanities,music-and-art
1967,Oil,arts-and-humanities,music-and-art
1968,Phonetics,arts-and-humanities,music-and-art
1972,Homework,arts-and-humanities,music-and-art
1973,C-Ross,arts-and-humanities,music-and-art
1975,Immortality,arts-and-humanities,music-and-art
1977,Philosophy Of Language,arts-and-humanities,music-and-art
1980,Breakup Song,arts-and-humanities,music-and-art
1986,Licking,arts-and-humanities,music-and-art
1987,Lived Experience,arts-and-humanities,music-and-art
1995,Copy Editing,arts-and-humanities,music-and-art
1997,Intellectual Property,arts-and-humanities,music-and-art
2007,Gratitude,arts-and-humanities,music-and-art
2010,Great Man Theory,arts-and-humanities,music-and-art
2011,Surround Sound,arts-and-humanities,music-and-art
2022,Spins,arts-and-humanities,music-and-art
2025,Japanese Language,arts-and-humanities,music-and-art
2026,Corporate Spin-Off,arts-and-humanities,music-and-art
2036,Mainstreaming,arts-and-humanities,music-and-art
2044,Disco,arts-and-humanities,music-and-art
2049,Ascendency,arts-and-humanities,music-and-art
2058,Microsoft Excel,arts-and-humanities,music-and-art
2070,Stemming,arts-and-humanities,music-and-art
2072,Signified And Signifier,arts-and-humanities,music-and-art
2075,Image Viewers,arts-and-humanities,music-and-art
2077,Jpeg,arts-and-humanities,music-and-art
2078,Adobe Acrobat,arts-and-humanities,music-and-art
2081,Iso Image,arts-and-humanities,music-and-art
2082,Adobe Premiere,arts-and-humanities,music-and-art
2084,Adobe Audition,arts-and-humanities,music-and-art
2088,Target Audience,arts-and-humanities,music-and-art
2089,User Fee,arts-and-humanities,music-and-art
2093,Linguistic Demography,arts-and-humanities,music-and-art
2094,Address Bar,arts-and-humanities,music-and-art
2095,Digital Media,arts-and-humanities,music-and-art
2096,Sign,arts-and-humanities,music-and-art
2097,Braille,arts-and-humanities,music-and-art
2099,Black Lives Matter,arts-and-humanities,music-and-art
2105,Anthropology,arts-and-humanities,music-and-art
2107,Educational Entertainment,arts-and-humanities,music-and-art
2115,Cultural Impact,arts-and-humanities,music-and-art
2118,Music Psychology,arts-and-humanities,music-and-art
2120,Emotion,arts-and-humanities,music-and-art
2123,Active Listening,arts-and-humanities,music-and-art
2124,Music Therapy,arts-and-humanities,music-and-art
2125,Meditation,arts-and-humanities,music-and-art
2129,Korean Language,arts-and-humanities,music-and-art
2130,Temazcal,arts-and-humanities,music-and-art
2132,Noria,arts-and-humanities,music-and-art
2133,Historical Linguistics,arts-and-humanities,music-and-art
2134,Architectural History,arts-and-humanities,music-and-art
2135,Molecular Gastronomy,arts-and-humanities,music-and-art
2136,Ethnoarchaeology,arts-and-humanities,music-and-art
2137,Luigi Galvani,arts-and-humanities,music-and-art
2138,Ethnobotany,arts-and-humanities,music-and-art
2139,Sociology,arts-and-humanities,music-and-art
2143,Ecology,arts-and-humanities,music-and-art
2149,Recursively Enumerable Set,arts-and-humanities,music-and-art
2151,Evolution,arts-and-humanities,music-and-art
2156,Categorization,arts-and-humanities,music-and-art
2166,Interpretation,arts-and-humanities,music-and-art
2169,Baton,arts-and-humanities,music-and-art
2187,Software,arts-and-humanities,music-and-art
2191,Internet Slang,arts-and-humanities,music-and-art
2195,Amplitude,arts-and-humanities,music-and-art
2197,Reflexes,arts-and-humanities,music-and-art
2200,Digital Cameras,arts-and-humanities,music-and-art
2201,Confidence,arts-and-humanities,music-and-art
2205,Digital Photography,arts-and-humanities,music-and-art
2208,Digital Single-Lens Reflex Camera,arts-and-humanities,music-and-art
2215,Camera Operation,arts-and-humanities,music-and-art
2216,Operations Management,arts-and-humanities,music-and-art
2219,Image File Formats,arts-and-humanities,music-and-art
2220,Viewer,arts-and-humanities,music-and-art
2222,Exif,arts-and-humanities,music-and-art
2227,Digital Image,arts-and-humanities,music-and-art
2230,Short Time,arts-and-humanities,music-and-art
2239,Doubt,arts-and-humanities,music-and-art
2242,Real Estate Broker,arts-and-humanities,music-and-art
2248,La Operación,arts-and-humanities,music-and-art
2249,Pure Data,arts-and-humanities,music-and-art
2256,Supercollider,arts-and-humanities,music-and-art
2261,Arduino,arts-and-humanities,music-and-art
2305,S-Box,arts-and-humanities,music-and-art
2350,Chest Voice,arts-and-humanities,music-and-art
2359,Head Voice,arts-and-humanities,music-and-art
2382,Java Annotation,arts-and-humanities,music-and-art
2387,User Interface,arts-and-humanities,music-and-art
2388,Interfaces,arts-and-humanities,music-and-art
2389,User Interface Design,arts-and-humanities,music-and-art
2390,Experience Design,arts-and-humanities,music-and-art
2393,Map,arts-and-humanities,music-and-art
2394,Site Map,arts-and-humanities,music-and-art
2397,User Experience Design,arts-and-humanities,music-and-art
2398,Website Wireframe,arts-and-humanities,music-and-art
2399,Paper Prototyping,arts-and-humanities,music-and-art
2402,User Research,arts-and-humanities,music-and-art
2405,Web,arts-and-humanities,music-and-art
2407,Web Design,arts-and-humanities,music-and-art
2408,Information Architecture,arts-and-humanities,music-and-art
2415,Responsive Web Design,arts-and-humanities,music-and-art
2420,Wordpress,arts-and-humanities,music-and-art
2427,Thought Experiment,arts-and-humanities,philosophy
2428,5 Whys,arts-and-humanities,philosophy
2429,Reward Theory Of Attraction,arts-and-humanities,philosophy
2430,Physics Experiments,arts-and-humanities,philosophy
2431,Online Research Methods,arts-and-humanities,philosophy
2432,Experiment (Probability Theory),arts-and-humanities,philosophy
2433,Consciousness,arts-and-humanities,philosophy
2434,Mathematical Optimization,arts-and-humanities,philosophy
2435,Observation,arts-and-humanities,philosophy
2436,Hypothesis,arts-and-humanities,philosophy
